protein_a	protein_b	combined_score
CCR6	IL23R	0.802
CCR6	IL2RA	0.691
CCR6	IL2RB	0.488
CCR6	IL33	0.489
CCR6	IL3RA	0.643
CCR6	IL4	0.79
CCR6	IL5	0.698
CCR6	IL6	0.651
CCR6	IL6R	0.434
CCR6	IL7	0.597
CCR6	IL7R	0.826
CCR6	IL9	0.544
CCR6	IRF4	0.529
CCR6	ITGA4	0.486
CCR6	ITGAE	0.643
CCR6	ITGAL	0.619
CCR6	ITGAM	0.594
CCR6	ITGAX	0.623
CCR6	ITGB2	0.549
CCR6	KLRB1	0.899
CCR6	KLRG1	0.56
CCR6	KLRK1	0.434
CCR6	LAG3	0.48
CCR6	LOC102723996	0.456
CCR6	LTA	0.431
CCR6	MMP9	0.562
CCR6	MOG	0.566
CCR6	MS4A1	0.659
CCR6	MYD88	0.569
CCR6	NCAM1	0.747
CCR6	PDCD1	0.483
CCR6	POU2AF1	0.547
CCR6	PRDM1	0.56
CCR6	PRF1	0.575
CCR6	PTPRC	0.638
CCR6	RORC	0.726
CCR6	S1PR1	0.61
CCR6	SELL	0.681
CCR6	SELP	0.506
CCR6	STAT1	0.418
CCR6	STAT3	0.582
CCR6	STAT4	0.479
CCR6	TBX21	0.728
CCR6	TGFB1	0.462
CCR6	TLR2	0.451
CCR6	TLR4	0.644
CCR6	TNF	0.658
CCR6	TNFRSF18	0.488
CCR6	TNFRSF4	0.516
CCR6	TNFRSF9	0.614
CCR6	TNFSF13B	0.401
CCR6	TNFSF4	0.408
CCR6	VCAM1	0.623
CCR7	CCR8	0.835
CCR7	CCR9	0.806
CCR7	CCRL2	0.784
CCR7	CD163	0.775
CCR7	CD19	0.88
CCR7	CD1C	0.729
CCR7	CD1D	0.626
CCR7	CD2	0.822
CCR7	CD22	0.507
CCR7	CD27	0.923
CCR7	CD274	0.684
CCR7	CD276	0.622
CCR7	CD28	0.857
CCR7	CD33	0.541
CCR7	CD34	0.625
CCR7	CD36	0.406
CCR7	CD38	0.884
CCR7	CD3E	0.744
CCR7	CD4	0.947
CCR7	CD40	0.801
CCR7	CD40LG	0.78
CCR7	CD44	0.718
CCR7	CD5	0.89
CCR7	CD52	0.562
CCR7	CD68	0.703
CCR7	CD69	0.905
CCR7	CD79A	0.631
CCR7	CD79B	0.448
CCR7	CD80	0.894
CCR7	CD83	0.876
CCR7	CD86	0.895
CCR7	CD8A	0.941
CCR7	CR2	0.62
CCR7	CSF1	0.435
CCR7	CSF1R	0.526
CCR7	CSF2	0.69
CCR7	CSF3	0.405
CCR7	CTLA4	0.798
CCR7	CX3CL1	0.915
CCR7	CX3CR1	0.762
CCR7	CXCL1	0.893
CCR7	CXCL10	0.968
CCR7	CXCL11	0.93
CCR7	CXCL12	0.999
CCR7	CXCL13	0.999
CCR7	CXCL2	0.898
CCR7	CXCL8	0.9
CCR7	CXCL9	0.961
CCR7	CXCR2	0.782
CCR7	CXCR3	0.763
CCR7	CXCR4	0.959
CCR7	CXCR5	0.962
CCR7	CXCR6	0.863
CCR7	FAS	0.721
CCR7	FASLG	0.561
CCR7	FCGR1A	0.547
CCR7	FCGR2A	0.545
CCR7	FCGR2B	0.666
CCR7	FCGR3A	0.851
CCR7	FCGR3B	0.834
CCR7	FOXP3	0.802
CCR7	GZMA	0.69
CCR7	GZMB	0.803
CCR7	HAVCR2	0.711
CCR7	HLA-DRB1	0.436
CCR7	ICAM1	0.736
CCR7	ICOS	0.838
CCR7	ID2	0.422
CCR7	IDO1	0.587
CCR7	IDO2	0.456
CCR7	IFNA1	0.591
CCR7	IFNB1	0.487
CCR7	IFNG	0.841
CCR7	IL10	0.761
CCR7	IL10RA	0.591
CCR7	IL12RB1	0.637
CCR7	IL13	0.609
CCR7	IL15	0.69
CCR7	IL17A	0.704
CCR7	IL17F	0.419
CCR7	IL18	0.53
CCR7	IL1A	0.54
CCR7	IL1B	0.804
CCR7	IL2	0.785
CCR7	IL21	0.43
CCR7	IL21R	0.62
CCR7	IL22	0.571
CCR7	IL23A	0.416
CCR7	IL2RA	0.777
CCR7	IL2RB	0.728
CCR7	IL2RG	0.606
CCR7	IL33	0.427
CCR7	IL3RA	0.727
CCR7	IL4	0.735
CCR7	IL4R	0.478
CCR7	IL5	0.574
CCR7	IL6	0.824
CCR7	IL6R	0.414
CCR7	IL7	0.715
CCR7	IL7R	0.922
CCR7	IL9	0.418
CCR7	IRF4	0.641
CCR7	IRF8	0.588
CCR7	ITGA4	0.828
CCR7	ITGAE	0.773
CCR7	ITGAL	0.764
CCR7	ITGAM	0.741
CCR7	ITGAX	0.795
CCR7	ITGB2	0.731
CCR7	KLRB1	0.805
CCR7	KLRG1	0.727
CCR7	KLRK1	0.601
CCR7	LAG3	0.707
CCR7	LCK	0.526
CCR7	LOC102723996	0.555
CCR7	LTA	0.803
CCR7	MMP9	0.706
CCR7	MRC1	0.739
CCR7	MS4A1	0.626
CCR7	MYD88	0.474
CCR7	NCAM1	0.732
CCR7	NFKB1	0.564
CCR7	NOS2	0.543
CCR7	PDCD1	0.689
CCR7	PDCD1LG2	0.575
CCR7	PECAM1	0.609
CCR7	PRDM1	0.614
CCR7	PRF1	0.762
CCR7	PTGS2	0.581
CCR7	PTPRC	0.877
CCR7	RORC	0.477
CCR7	S1PR1	0.739
CCR7	S1PR5	0.472
CCR7	SDC1	0.43
CCR7	SELE	0.645
CCR7	SELL	0.942
CCR7	SELP	0.509
CCR7	SPN	0.452
CCR7	STAT1	0.533
CCR7	STAT3	0.552
CCR7	STAT4	0.624
CCR7	STAT6	0.448
CCR7	TBX21	0.823
CCR7	TGFB1	0.565
CCR7	THY1	0.401
CCR7	TLR2	0.564
CCR7	TLR4	0.618
CCR7	TLR7	0.591
CCR7	TLR9	0.701
CCR7	TNF	0.783
CCR7	TNFRSF18	0.612
CCR7	TNFRSF1B	0.617
CCR7	TNFRSF4	0.77
CCR7	TNFRSF9	0.782
CCR7	TNFSF13B	0.53
CCR7	TNFSF4	0.534
CCR7	TREM2	0.555
CCR7	TYROBP	0.412
CCR7	VCAM1	0.58
CCR8	CCR9	0.743
CCR8	CCRL2	0.809
CCR8	CD163	0.481
CCR8	CD19	0.405
CCR8	CD2	0.4
CCR8	CD28	0.417
CCR8	CD3E	0.447
CCR8	CD4	0.734
CCR8	CD40LG	0.417
CCR8	CD68	0.57
CCR8	CD69	0.435
CCR8	CD80	0.498
CCR8	CD86	0.597
CCR8	CD8A	0.622
CCR8	CSF1	0.429
CCR8	CSF1R	0.5
CCR8	CSF2	0.644
CCR8	CTLA4	0.596
CCR8	CX3CL1	0.846
CCR8	CX3CR1	0.709
CCR8	CXCL1	0.866
CCR8	CXCL10	0.818
CCR8	CXCL11	0.813
CCR8	CXCL12	0.858
CCR8	CXCL13	0.905
CCR8	CXCL2	0.773
CCR8	CXCL8	0.86
CCR8	CXCL9	0.827
CCR8	CXCR2	0.704
CCR8	CXCR3	0.736
CCR8	CXCR4	0.729
CCR8	CXCR5	0.715
CCR8	CXCR6	0.725
CCR8	FOXP3	0.682
CCR8	GZMB	0.458
CCR8	HAVCR2	0.504
CCR8	ICOS	0.562
CCR8	IFNG	0.647
CCR8	IL10	0.728
CCR8	IL12RB2	0.532
CCR8	IL13	0.488
CCR8	IL15	0.42
CCR8	IL17A	0.482
CCR8	IL1B	0.561
CCR8	IL2	0.512
CCR8	IL22	0.413
CCR8	IL2RA	0.475
CCR8	IL4	0.535
CCR8	IL5	0.453
CCR8	IL6	0.538
CCR8	IL7R	0.436
CCR8	IRF4	0.433
CCR8	ITGAE	0.509
CCR8	ITGAM	0.474
CCR8	ITGAX	0.446
CCR8	KLRK1	0.684
CCR8	LAG3	0.54
CCR8	LTA	0.635
CCR8	MMP9	0.401
CCR8	PDCD1	0.445
CCR8	PTPRC	0.457
CCR8	SELL	0.636
CCR8	STAT4	0.435
CCR8	STAT6	0.402
CCR8	TBX21	0.501
CCR8	TGFB1	0.44
CCR8	TNF	0.555
CCR8	TNFRSF18	0.463
CCR8	TNFRSF4	0.455
CCR8	TNFRSF9	0.416
CCR8	VCAM1	0.42
CCR9	CCRL2	0.592
CCR9	CD19	0.635
CCR9	CD2	0.627
CCR9	CD27	0.451
CCR9	CD28	0.468
CCR9	CD3E	0.522
CCR9	CD4	0.817
CCR9	CD40	0.425
CCR9	CD40LG	0.502
CCR9	CD44	0.46
CCR9	CD5	0.432
CCR9	CD69	0.588
CCR9	CD80	0.559
CCR9	CD86	0.562
CCR9	CD8A	0.859
CCR9	CTLA4	0.471
CCR9	CX3CL1	0.832
CCR9	CX3CR1	0.703
CCR9	CXCL1	0.75
CCR9	CXCL10	0.869
CCR9	CXCL11	0.793
CCR9	CXCL12	0.916
CCR9	CXCL13	0.793
CCR9	CXCL2	0.747
CCR9	CXCL8	0.851
CCR9	CXCL9	0.797
CCR9	CXCR2	0.693
CCR9	CXCR3	0.734
CCR9	CXCR4	0.721
CCR9	CXCR5	0.72
CCR9	CXCR6	0.694
CCR9	FCGR3A	0.434
CCR9	FCGR3B	0.436
CCR9	FOXP3	0.708
CCR9	GZMB	0.407
CCR9	ICAM1	0.472
CCR9	ICOS	0.502
CCR9	IFNG	0.596
CCR9	IL10	0.597
CCR9	IL13	0.4
CCR9	IL15	0.418
CCR9	IL17A	0.57
CCR9	IL1B	0.418
CCR9	IL2	0.483
CCR9	IL22	0.457
CCR9	IL2RB	0.43
CCR9	IL4	0.495
CCR9	IL6	0.471
CCR9	IL7	0.461
CCR9	IL7R	0.546
CCR9	IRF4	0.445
CCR9	IRF8	0.554
CCR9	ITGA4	0.742
CCR9	ITGAE	0.718
CCR9	ITGAM	0.545
CCR9	ITGAX	0.581
CCR9	ITGB1	0.543
CCR9	ITGB2	0.501
CCR9	KLRB1	0.437
CCR9	KLRG1	0.404
CCR9	LAG3	0.4
CCR9	LCK	0.543
CCR9	NCAM1	0.571
CCR9	PRF1	0.422
CCR9	PTPRC	0.591
CCR9	S1PR1	0.575
CCR9	SELL	0.631
CCR9	SELP	0.64
CCR9	TBX21	0.512
CCR9	TLR2	0.418
CCR9	TLR9	0.413
CCR9	TNF	0.476
CCR9	VCAM1	0.61
CCRL2	CD163	0.478
CCRL2	CD19	0.63
CCRL2	CD1C	0.537
CCRL2	CD1D	0.53
CCRL2	CD2	0.432
CCRL2	CD22	0.546
CCRL2	CD27	0.678
CCRL2	CD274	0.559
CCRL2	CD276	0.418
CCRL2	CD28	0.626
CCRL2	CD33	0.479
CCRL2	CD34	0.42
CCRL2	CD38	0.619
CCRL2	CD4	0.878
CCRL2	CD40	0.599
CCRL2	CD40LG	0.578
CCRL2	CD44	0.548
CCRL2	CD5	0.403
CCRL2	CD68	0.463
CCRL2	CD69	0.777
CCRL2	CD80	0.626
CCRL2	CD83	0.504
CCRL2	CD86	0.63
CCRL2	CD8A	0.753
CCRL2	CR2	0.587
CCRL2	CSF1R	0.548
CCRL2	CSF2	0.614
CCRL2	CSF3	0.416
CCRL2	CTLA4	0.604
CCRL2	CX3CL1	0.672
CCRL2	CX3CR1	0.472
CCRL2	CXCL1	0.579
CCRL2	CXCL10	0.881
CCRL2	CXCL11	0.756
CCRL2	CXCL12	0.886
CCRL2	CXCL13	0.883
CCRL2	CXCL2	0.505
CCRL2	CXCL8	0.762
CCRL2	CXCL9	0.952
CCRL2	CXCR2	0.578
CCRL2	CXCR3	0.701
CCRL2	CXCR4	0.564
CCRL2	CXCR5	0.452
CCRL2	CXCR6	0.526
CCRL2	FAS	0.493
CCRL2	FASLG	0.422
CCRL2	FCGR1A	0.442
CCRL2	FCGR2A	0.453
CCRL2	FCGR2B	0.459
CCRL2	FCGR3A	0.64
CCRL2	FCGR3B	0.632
CCRL2	FOXP3	0.727
CCRL2	GZMA	0.463
CCRL2	GZMB	0.614
CCRL2	HAVCR2	0.505
CCRL2	HLA-DRB1	0.426
CCRL2	ICAM1	0.704
CCRL2	ICOS	0.755
CCRL2	IDO1	0.619
CCRL2	IDO2	0.533
CCRL2	IFNA1	0.439
CCRL2	IFNB1	0.434
CCRL2	IFNG	0.853
CCRL2	IL10	0.781
CCRL2	IL10RA	0.485
CCRL2	IL12RB1	0.667
CCRL2	IL12RB2	0.478
CCRL2	IL13	0.594
CCRL2	IL15	0.571
CCRL2	IL17A	0.873
CCRL2	IL17F	0.697
CCRL2	IL18	0.526
CCRL2	IL1A	0.569
CCRL2	IL1B	0.744
CCRL2	IL1R1	0.708
CCRL2	IL2	0.644
CCRL2	IL21R	0.449
CCRL2	IL22	0.773
CCRL2	IL23A	0.521
CCRL2	IL23R	0.801
CCRL2	IL2RA	0.529
CCRL2	IL2RB	0.464
CCRL2	IL2RG	0.401
CCRL2	IL33	0.471
CCRL2	IL3RA	0.644
CCRL2	IL4	0.788
CCRL2	IL5	0.58
CCRL2	IL6	0.849
CCRL2	IL6R	0.476
CCRL2	IL7	0.556
CCRL2	IL7R	0.83
CCRL2	IL9	0.52
CCRL2	IRF4	0.527
CCRL2	IRF8	0.44
CCRL2	ITGA4	0.493
CCRL2	ITGAE	0.634
CCRL2	ITGAL	0.63
CCRL2	ITGAM	0.653
CCRL2	ITGAX	0.671
CCRL2	ITGB2	0.585
CCRL2	KLRB1	0.881
CCRL2	KLRG1	0.52
CCRL2	KLRK1	0.417
CCRL2	LAG3	0.484
CCRL2	LOC102723996	0.435
CCRL2	MMP9	0.626
CCRL2	MOG	0.479
CCRL2	MS4A1	0.509
CCRL2	MYD88	0.614
CCRL2	NCAM1	0.717
CCRL2	PDCD1	0.472
CCRL2	PECAM1	0.47
CCRL2	POU2AF1	0.441
CCRL2	PRDM1	0.592
CCRL2	PRF1	0.589
CCRL2	PTGS2	0.551
CCRL2	PTPRC	0.67
CCRL2	RORC	0.72
CCRL2	S1PR1	0.629
CCRL2	SELE	0.437
CCRL2	SELL	0.692
CCRL2	SELP	0.583
CCRL2	STAT1	0.481
CCRL2	STAT3	0.602
CCRL2	STAT4	0.514
CCRL2	STAT6	0.415
CCRL2	TBX21	0.737
CCRL2	TGFB1	0.514
CCRL2	TLR2	0.565
CCRL2	TLR4	0.689
CCRL2	TLR7	0.431
CCRL2	TLR9	0.404
CCRL2	TNF	0.745
CCRL2	TNFRSF18	0.502
CCRL2	TNFRSF1B	0.608
CCRL2	TNFRSF4	0.512
CCRL2	TNFRSF9	0.617
CCRL2	TNFSF13B	0.47
CCRL2	VCAM1	0.638
CD163	CD19	0.595
CD163	CD1C	0.735
CD163	CD1D	0.688
CD163	CD2	0.727
CD163	CD22	0.62
CD163	CD27	0.453
CD163	CD274	0.718
CD163	CD276	0.475
CD163	CD28	0.495
CD163	CD33	0.685
CD163	CD34	0.64
CD163	CD36	0.981
CD163	CD38	0.568
CD163	CD3E	0.496
CD163	CD4	0.806
CD163	CD40	0.59
CD163	CD40LG	0.681
CD163	CD44	0.447
CD163	CD5	0.647
CD163	CD52	0.478
CD163	CD68	0.919
CD163	CD69	0.663
CD163	CD79A	0.569
CD163	CD80	0.788
CD163	CD83	0.668
CD163	CD86	0.832
CD163	CD8A	0.797
CD163	CR2	0.514
CD163	CRP	0.604
CD163	CSF1	0.734
CD163	CSF1R	0.929
CD163	CSF2	0.647
CD163	CSF3	0.42
CD163	CTLA4	0.618
CD163	CX3CL1	0.654
CD163	CX3CR1	0.79
CD163	CXCL1	0.502
CD163	CXCL10	0.691
CD163	CXCL11	0.672
CD163	CXCL12	0.603
CD163	CXCL13	0.499
CD163	CXCL2	0.45
CD163	CXCL8	0.627
CD163	CXCL9	0.781
CD163	CXCR2	0.467
CD163	CXCR3	0.472
CD163	CXCR4	0.675
CD163	CXCR6	0.421
CD163	CYBB	0.565
CD163	FCGR1A	0.792
CD163	FCGR2A	0.704
CD163	FCGR2B	0.752
CD163	FCGR3A	0.871
CD163	FCGR3B	0.814
CD163	FOXP3	0.79
CD163	GFAP	0.456
CD163	GZMA	0.529
CD163	GZMB	0.652
CD163	HAVCR2	0.647
CD163	HIF1A	0.465
CD163	HLA-DRB1	0.451
CD163	HMOX1	0.631
CD163	ICAM1	0.54
CD163	IDO1	0.613
CD163	IDO2	0.454
CD163	IFNA1	0.479
CD163	IFNB1	0.455
CD163	IFNG	0.751
CD163	IL10	0.955
CD163	IL10RA	0.535
CD163	IL13	0.71
CD163	IL15	0.495
CD163	IL17A	0.592
CD163	IL18	0.537
CD163	IL1A	0.59
CD163	IL1B	0.84
CD163	IL1R1	0.443
CD163	IL2	0.532
CD163	IL2RA	0.485
CD163	IL33	0.435
CD163	IL3RA	0.543
CD163	IL4	0.746
CD163	IL4R	0.481
CD163	IL6	0.964
CD163	IL7R	0.453
CD163	IRF4	0.443
CD163	IRF8	0.48
CD163	ITGA4	0.584
CD163	ITGAE	0.62
CD163	ITGAM	0.819
CD163	ITGAX	0.763
CD163	ITGB2	0.567
CD163	KLRB1	0.528
CD163	LAG3	0.531
CD163	MMP9	0.666
CD163	MPO	0.554
CD163	MRC1	0.93
CD163	MS4A1	0.453
CD163	MYD88	0.469
CD163	NCAM1	0.585
CD163	NFKB1	0.513
CD163	NLRP3	0.499
CD163	NOS2	0.518
CD163	PDCD1	0.675
CD163	PDCD1LG2	0.547
CD163	PECAM1	0.708
CD163	PRF1	0.602
CD163	PTGS2	0.49
CD163	PTPRC	0.841
CD163	PXDNL	0.548
CD163	S1PR1	0.469
CD163	SCARB1	0.602
CD163	SDC1	0.422
CD163	SELE	0.443
CD163	SELL	0.481
CD163	SELP	0.439
CD163	SPN	0.424
CD163	STAT1	0.591
CD163	STAT3	0.637
CD163	STAT6	0.587
CD163	TBX21	0.459
CD163	TGFB1	0.6
CD163	TLR2	0.835
CD163	TLR4	0.814
CD163	TLR7	0.684
CD163	TLR9	0.433
CD163	TNF	0.75
CD163	TNFRSF1A	0.409
CD163	TNFRSF1B	0.447
CD163	TNFSF13B	0.55
CD163	TREM2	0.581
CD163	TYROBP	0.652
CD163	VCAM1	0.583
CD163	VWF	0.534
CD19	CD1C	0.78
CD19	CD1D	0.762
CD19	CD2	0.942
CD19	CD22	0.992
CD19	CD27	0.955
CD19	CD274	0.816
CD19	CD276	0.656
CD19	CD28	0.842
CD19	CD33	0.881
CD19	CD34	0.9
CD19	CD36	0.888
CD19	CD38	0.946
CD19	CD3E	0.809
CD19	CD4	0.936
CD19	CD40	0.88
CD19	CD40LG	0.801
CD19	CD44	0.851
CD19	CD5	0.941
CD19	CD52	0.733
CD19	CD68	0.65
CD19	CD69	0.859
CD19	CD79A	0.998
CD19	CD79B	0.991
CD19	CD80	0.819
CD19	CD83	0.793
CD19	CD86	0.833
CD19	CD8A	0.913
CD19	CR2	0.999
CD19	CRP	0.581
CD19	CSF1	0.532
CD19	CSF1R	0.639
CD19	CSF2	0.741
CD19	CSF3	0.621
CD19	CSPG4	0.554
CD19	CTLA4	0.766
CD19	CX3CR1	0.58
CD19	CXCL1	0.475
CD19	CXCL10	0.682
CD19	CXCL11	0.404
CD19	CXCL12	0.6
CD19	CXCL13	0.785
CD19	CXCL8	0.581
CD19	CXCL9	0.716
CD19	CXCR2	0.415
CD19	CXCR3	0.715
CD19	CXCR4	0.818
CD19	CXCR5	0.895
CD19	CXCR6	0.529
CD19	FAS	0.702
CD19	FASLG	0.588
CD19	FCGR1A	0.821
CD19	FCGR2A	0.768
CD19	FCGR2B	0.933
CD19	FCGR3A	0.997
CD19	FCGR3B	0.997
CD19	FGF2	0.417
CD19	FOXP3	0.839
CD19	GZMA	0.516
CD19	GZMB	0.805
CD19	HAVCR2	0.664
CD19	HIF1A	0.547
CD19	HLA-DRB1	0.477
CD19	ICAM1	0.598
CD19	ICOS	0.779
CD19	IDO1	0.594
CD19	IDO2	0.507
CD19	IFNA1	0.642
CD19	IFNA2	0.447
CD19	IFNB1	0.543
CD19	IFNG	0.858
CD19	IL10	0.806
CD19	IL10RA	0.492
CD19	IL13	0.663
CD19	IL15	0.819
CD19	IL17A	0.732
CD19	IL18	0.588
CD19	IL1A	0.579
CD19	IL1B	0.686
CD19	IL1R1	0.409
CD19	IL2	0.824
CD19	IL21	0.679
CD19	IL21R	0.823
CD19	IL22	0.583
CD19	IL2RA	0.614
CD19	IL2RB	0.619
CD19	IL2RG	0.631
CD19	IL3	0.617
CD19	IL33	0.505
CD19	IL3RA	0.892
CD19	IL4	0.879
CD19	IL4R	0.461
CD19	IL5	0.67
CD19	IL6	0.836
CD19	IL6R	0.483
CD19	IL7	0.82
CD19	IL7R	0.808
CD19	IL9	0.472
CD19	IRF4	0.677
CD19	IRF8	0.607
CD19	ITGA4	0.772
CD19	ITGAE	0.749
CD19	ITGAL	0.681
CD19	ITGAM	0.912
CD19	ITGAX	0.909
CD19	ITGB1	0.61
CD19	ITGB2	0.541
CD19	KLRB1	0.747
CD19	KLRG1	0.704
CD19	KLRK1	0.693
CD19	LAG3	0.662
CD19	LCK	0.693
CD19	LOC102723996	0.545
CD19	LTA	0.548
CD19	MMP9	0.425
CD19	MOG	0.558
CD19	MPO	0.616
CD19	MRC1	0.581
CD19	MS4A1	0.976
CD19	MYD88	0.589
CD19	NCAM1	0.972
CD19	NFKB1	0.505
CD19	NOTCH1	0.447
CD19	PDCD1	0.817
CD19	PDCD1LG2	0.613
CD19	PECAM1	0.669
CD19	POU2AF1	0.806
CD19	PRDM1	0.726
CD19	PRF1	0.687
CD19	PTPRC	0.921
CD19	PXDNL	0.61
CD19	RORC	0.411
CD19	SCARB1	0.881
CD19	SDC1	0.856
CD19	SELL	0.838
CD19	SELP	0.433
CD19	SPN	0.929
CD19	STAT1	0.531
CD19	STAT3	0.726
CD19	STAT6	0.464
CD19	TBX21	0.714
CD19	TGFB1	0.564
CD19	THY1	0.836
CD19	TLR2	0.576
CD19	TLR4	0.614
CD19	TLR7	0.645
CD19	TLR9	0.71
CD19	TNF	0.788
CD19	TNFRSF13B	0.809
CD19	TNFRSF18	0.551
CD19	TNFRSF4	0.642
CD19	TNFRSF9	0.896
CD19	TNFSF13B	0.726
CD19	TNFSF4	0.435
CD19	TYROBP	0.425
CD19	VCAM1	0.534
CD1C	CD1D	0.64
CD1C	CD2	0.838
CD1C	CD22	0.554
CD1C	CD27	0.597
CD1C	CD274	0.584
CD1C	CD276	0.559
CD1C	CD28	0.56
CD1C	CD33	0.684
CD1C	CD34	0.726
CD1C	CD36	0.462
CD1C	CD38	0.641
CD1C	CD3E	0.76
CD1C	CD4	0.889
CD1C	CD40	0.751
CD1C	CD40LG	0.808
CD1C	CD44	0.635
CD1C	CD5	0.794
CD1C	CD52	0.501
CD1C	CD68	0.888
CD1C	CD69	0.63
CD1C	CD79A	0.662
CD1C	CD80	0.814
CD1C	CD83	0.942
CD1C	CD86	0.856
CD1C	CD8A	0.856
CD1C	CR2	0.689
CD1C	CSF1	0.434
CD1C	CSF1R	0.623
CD1C	CSF2	0.746
CD1C	CTLA4	0.539
CD1C	CX3CR1	0.482
CD1C	CXCL10	0.5
CD1C	CXCL11	0.593
CD1C	CXCL8	0.514
CD1C	CXCL9	0.433
CD1C	CXCR3	0.481
CD1C	CXCR4	0.489
CD1C	CXCR5	0.458
CD1C	FCGR1A	0.605
CD1C	FCGR2A	0.505
CD1C	FCGR2B	0.556
CD1C	FCGR3A	0.746
CD1C	FCGR3B	0.745
CD1C	FOXP3	0.64
CD1C	GZMB	0.541
CD1C	HAVCR2	0.426
CD1C	ICAM1	0.559
CD1C	ICOS	0.457
CD1C	IDO1	0.525
CD1C	IDO2	0.409
CD1C	IFNA1	0.605
CD1C	IFNB1	0.409
CD1C	IFNG	0.81
CD1C	IL10	0.816
CD1C	IL13	0.517
CD1C	IL15	0.502
CD1C	IL17A	0.594
CD1C	IL18	0.433
CD1C	IL1A	0.438
CD1C	IL1B	0.627
CD1C	IL2	0.605
CD1C	IL22	0.488
CD1C	IL3	0.427
CD1C	IL3RA	0.874
CD1C	IL4	0.743
CD1C	IL5	0.456
CD1C	IL6	0.618
CD1C	IL7	0.486
CD1C	IL7R	0.649
CD1C	IRF4	0.553
CD1C	IRF8	0.615
CD1C	ITGAE	0.632
CD1C	ITGAL	0.513
CD1C	ITGAM	0.705
CD1C	ITGAX	0.887
CD1C	ITGB2	0.492
CD1C	KLRB1	0.545
CD1C	KLRK1	0.507
CD1C	LOC102723996	0.402
CD1C	MPO	0.522
CD1C	MRC1	0.603
CD1C	MS4A1	0.589
CD1C	MYD88	0.47
CD1C	NCAM1	0.727
CD1C	PDCD1	0.449
CD1C	PDCD1LG2	0.408
CD1C	PECAM1	0.457
CD1C	PRF1	0.497
CD1C	PTPRC	0.741
CD1C	SCARB1	0.424
CD1C	SDC1	0.462
CD1C	SELL	0.528
CD1C	SPN	0.479
CD1C	TBX21	0.509
CD1C	TGFB1	0.435
CD1C	TLR2	0.543
CD1C	TLR4	0.558
CD1C	TLR7	0.614
CD1C	TLR9	0.573
CD1C	TNF	0.697
CD1C	TNFSF4	0.407
CD1D	CD2	0.65
CD1D	CD22	0.517
CD1D	CD27	0.604
CD1D	CD274	0.583
CD1D	CD276	0.559
CD1D	CD28	0.589
CD1D	CD33	0.621
CD1D	CD34	0.701
CD1D	CD36	0.419
CD1D	CD38	0.629
CD1D	CD3E	0.714
CD1D	CD4	0.911
CD1D	CD40	0.84
CD1D	CD40LG	0.877
CD1D	CD44	0.75
CD1D	CD5	0.84
CD1D	CD68	0.875
CD1D	CD69	0.712
CD1D	CD79A	0.544
CD1D	CD80	0.794
CD1D	CD83	0.914
CD1D	CD86	0.829
CD1D	CD8A	0.891
CD1D	CR2	0.739
CD1D	CSF2	0.739
CD1D	CTLA4	0.502
CD1D	CXCL10	0.438
CD1D	CXCL8	0.456
CD1D	CXCR3	0.495
CD1D	CXCR4	0.461
CD1D	CXCR5	0.501
CD1D	CXCR6	0.481
CD1D	FAS	0.419
CD1D	FASLG	0.516
CD1D	FCGR1A	0.512
CD1D	FCGR2A	0.547
CD1D	FCGR2B	0.58
CD1D	FCGR3A	0.696
CD1D	FCGR3B	0.699
CD1D	FOXP3	0.722
CD1D	GZMB	0.593
CD1D	HAVCR2	0.542
CD1D	ICAM1	0.573
CD1D	ICOS	0.487
CD1D	ID2	0.493
CD1D	IDO1	0.486
CD1D	IDO2	0.4
CD1D	IFNA1	0.541
CD1D	IFNG	0.884
CD1D	IL10	0.847
CD1D	IL13	0.759
CD1D	IL15	0.608
CD1D	IL17A	0.693
CD1D	IL18	0.562
CD1D	IL1A	0.465
CD1D	IL1B	0.626
CD1D	IL2	0.693
CD1D	IL22	0.581
CD1D	IL2RA	0.413
CD1D	IL2RB	0.554
CD1D	IL33	0.443
CD1D	IL3RA	0.621
CD1D	IL4	0.871
CD1D	IL4R	0.428
CD1D	IL5	0.56
CD1D	IL6	0.622
CD1D	IL7	0.528
CD1D	IL7R	0.651
CD1D	ITGAE	0.53
CD1D	ITGAL	0.479
CD1D	ITGAM	0.695
CD1D	ITGAX	0.74
CD1D	ITGB2	0.451
CD1D	KLRB1	0.852
CD1D	KLRK1	0.761
CD1D	LCK	0.457
CD1D	MPO	0.526
CD1D	MRC1	0.49
CD1D	MYD88	0.537
CD1D	NCAM1	0.705
CD1D	PDCD1	0.42
CD1D	PDCD1LG2	0.404
CD1D	PECAM1	0.423
CD1D	PRF1	0.627
CD1D	PTPRC	0.82
CD1D	SDC1	0.588
CD1D	SELL	0.624
CD1D	SPN	0.589
CD1D	TBX21	0.626
CD1D	TGFB1	0.416
CD1D	TLR2	0.534
CD1D	TLR4	0.562
CD1D	TLR7	0.491
CD1D	TLR9	0.528
CD1D	TNF	0.695
CD1D	TNFSF13B	0.438
CD2	CD22	0.833
CD2	CD27	0.887
CD2	CD274	0.455
CD2	CD276	0.658
CD2	CD28	0.985
CD2	CD33	0.77
CD2	CD34	0.783
CD2	CD36	0.697
CD2	CD38	0.826
CD2	CD3E	0.959
